Gene Accession Number,1,2,3,4,5,6,7,8,9,10,11,12,13,…
HG167-HT167_s_at,-678,-616,-748,-969,-287,-353,-867,-1037,-584,-766,-442,54,-374,…
HG1747-HT1764_s_at,307,183,459,332,222,138,354,248,274,221,149,-4,124,…
HG1751-HT1768_at,539,329,821,575,168,611,705,593,498,332,230,365,71,…
HG1751-HT1768_s_at,-321,-140,-505,-423,-110,-433,-406,-505,-370,-252,-381,-310,-85,…
U19247_rna1_s_at,233,477,11,236,375,67,295,334,160,264,215,202,349,…
HG1761-HT1778_s_at,7,102,-31,-135,42,72,-115,-95,-109,-144,-27,-153,-48,…
HG1763-HT1780_s_at,462,8,630,473,171,387,252,595,624,333,318,162,-23,…
J03915_s_at,550,12,978,-101,50,243,1035,481,768,88,576,145,105,…
U47025_s_at,945,680,849,1183,617,704,702,934,1050,484,907,402,699,…
M14199_s_at,16528,18688,14612,17782,18496,18939,12445,13249,19581,15785,19115,17419,13180,…
U43901_rna1_s_at,18573,18421,18617,17692,17491,19492,13949,19213,20296,17462,19190,18062,14291,…
HG1783-HT1803_s_at,144,34,119,139,44,24,36,107,105,45,85,27,49,…
HG1827-HT1856_s_at,164,31,84,-57,-11,14,90,-65,75,-18,104,-35,4,…
U24183_s_at,63,-26,-114,-158,230,-80,-73,-385,158,70,4,-125,148,…
M29874_s_at,220,-10,204,-34,108,12,26,34,158,70,20,56,-7,…
HG1877-HT1917_s_at,267,99,13,142,120,80,173,343,-10,85,96,54,144,…
Z26248_s_at,-254,-412,-280,-699,1350,-508,-668,-1055,-338,-159,-155,-373,-91,…
HG2007-HT2056_s_at,2,-12,-21,-63,-3,-3,-21,16,0,41,-6,-37,-56,…
HG2090-HT2152_s_at,268,155,250,160,159,149,199,196,171,154,158,43,141,…
HG210-HT210_s_at,182,151,325,199,188,176,193,230,240,65,169,114,116,…
HG2175-HT2245_s_at,132,117,197,-4,-38,302,63,125,573,217,100,40,430,…
HG2197-HT2267_s_at,182,215,374,447,176,423,275,274,431,188,266,313,264,…
HG2238-HT2321_s_at,2097,1094,1438,2105,1460,1388,2619,2308,2079,952,1408,369,1061,…
HG4069-HT4339_s_at,553,406,854,498,313,553,668,727,614,452,418,373,282,…
HG2259-HT2348_s_at,-16,-372,-604,-710,-95,-467,-517,-410,-728,-439,-867,-150,461,…
HG2260-HT2349_s_at,-50,-17,-52,-155,-30,-30,-131,-214,-221,-70,1,-33,-21,…
HG2261-HT2351_s_at,53,14,176,201,-31,-28,73,34,-1,65,52,73,22,…
M86757_s_at,-925,-353,-1058,-1019,-194,-739,-1201,-1493,-636,-713,-345,-337,-524,…
HG2358-HT4858_s_at,-704,-665,-226,-754,-319,39,-665,-1688,-61,-297,-363,-422,-441,…
L14778_s_at,1727,300,43,1035,798,154,826,979,281,27,26,462,825,…
HG2367-HT2463_s_at,22,21,78,84,40,67,-23,148,113,43,61,8,34,…
HG2379-HT3996_s_at,-403,-219,-279,-367,-117,-380,-453,-665,-259,-123,-292,-297,-47,…
HG2379-HT3997_s_at,144,175,41,90,134,-7,139,73,182,195,106,54,132,…
HG2380-HT2476_s_at,117,73,-15,-156,-66,-7,50,344,259,16,134,135,-140,…
HG2383-HT4824_s_at,19,43,66,14,43,-26,189,68,-33,-3,-66,-30,15,…
HG2414-HT2510_s_at,-732,-720,-1301,-1284,-594,-1123,-870,-1643,-1296,-605,-706,-449,-592,…
HG243-HT243_s_at,682,431,775,571,272,627,662,941,862,419,512,354,261,…
HG2441-HT2537_s_at,270,107,297,246,218,208,174,526,264,141,158,56,130,…
X52611_s_at,-154,-219,-388,-303,-91,172,149,35,489,89,-408,-20,-677,…
U10099_s_at,168,-246,-144,-108,37,-12,11,-485,195,-80,109,-281,521,…
HG2479-HT2575_at,-111,-19,-230,-118,-50,-215,-252,-115,-419,-173,-323,-120,-100,…
HG2479-HT2575_s_at,193,74,-28,6,103,16,43,442,-84,42,16,-107,124,…
L08835_rna2_s_at,1240,521,1242,982,512,1171,1194,1454,1424,846,1200,475,672,…
M87313_s_at,80,-301,-283,-278,14,-304,-272,-634,-392,-160,11,-346,-101,…
S52028_s_at,25,48,127,54,19,30,42,167,181,71,2,-41,17,…
L26584_s_at,36,-8,118,-256,76,-97,176,13,126,-103,-28,-61,20,…
X06182_s_at,74,-4,114,-15,12,33,42,122,53,55,41,-45,62,…
HG2562-HT2658_s_at,8,38,79,-21,61,17,5,5,-43,-8,8,0,12,…
X13451_s_at,-175,-60,-143,-228,2,-321,-149,-310,-214,-55,-84,-186,-12,…
HG2564-HT2660_s_at,-62,9,35,-62,-13,-55,-5,-97,-3,-21,13,-35,-1,…
X16666_s_at,-396,-282,-257,-638,-220,-387,-623,-518,-278,-442,-340,-478,-270,…
X52009_s_at,141,-20,92,8,-69,-147,139,125,120,33,64,40,73,…
HG2591-HT2687_s_at,-836,-775,-996,-306,-452,-1276,-1428,-1042,-963,-472,-496,-788,243,…
U22376_cds2_s_at,3105,1118,4543,5467,3469,3309,3936,4745,4081,1658,2853,551,4746,…
M29037_s_at,64,51,104,104,55,120,78,155,118,84,56,8,62,…
X55019_s_at,721,454,826,673,359,643,794,436,745,445,671,445,395,…
HG2639-HT2735_s_at,683,702,821,369,329,321,309,407,780,362,443,196,166,…
HG2649-HT2745_s_at,150,180,-77,55,-32,-51,50,-41,-83,88,-123,-11,-40,…
U48705_rna1_s_at,309,-185,-477,-335,-234,403,-255,-14,-231,-373,301,247,311,…
M90391_s_at,2,55,-36,-138,50,-12,-47,13,-68,20,-38,-96,66,…
HG2705-HT2801_s_at,1327,808,1376,1309,688,1173,1376,1613,1292,799,900,876,786,…
HG273-HT273_at,-288,-465,-302,-187,-453,-154,21,-130,-380,-192,-293,-422,-125,…
HG273-HT273_s_at,539,456,455,465,504,440,383,496,678,243,460,339,359,…
HG2730-HT2827_s_at,192,67,19,149,31,158,42,128,250,49,162,76,47,…
HG2730-HT2828_s_at,-49,174,-35,-86,-32,-76,-8,-23,-52,2,-54,-20,-68,…
M58569_s_at,-107,-47,-55,-187,-32,-85,-105,-121,-111,-41,-99,-67,-40,…
X16609_s_at,-62,-33,-1,-147,1,-330,-131,-137,-160,-47,-20,-86,156,…
HG274-HT274_s_at,395,357,-1,334,104,211,265,-187,241,486,13,304,162,…
HG2743-HT2846_s_at,140,8,-5,-66,-32,-24,-26,-56,37,7,-14,-57,-16,…
HG2743-HT3926_s_at,-21,-90,-72,-54,-21,-28,-90,-61,1,-55,-40,-31,-32,…
M83216_s_at,-112,-91,-214,-10,-74,-104,-33,-112,-129,-18,-94,-20,-41,…
HG2797-HT2906_s_at,-32,83,-139,127,360,384,332,-721,181,287,118,204,392,…
HG2797-HT2905_at,-603,-534,-505,-611,-336,-433,-446,-808,-491,-400,-544,-369,-297,…
HG2797-HT2905_s_at,-85,-126,-95,-77,-42,-128,-80,-89,-105,-83,-121,-30,-116,…
M91556_s_at,18,62,25,45,-43,23,162,55,-35,19,53,-10,-7,…
M13452_s_at,509,393,837,345,500,730,608,518,907,973,478,238,124,…
HG2809-HT2920_s_at,721,386,729,961,553,535,596,635,519,382,575,389,367,…
X04654_s_at,3726,2769,3639,2459,3489,3003,3326,4031,4597,2719,3495,1030,3284,…
HG2815-HT2931_at,10557,11742,14175,4773,8029,8869,4108,7136,14994,7934,9148,6596,8542,…
HG2815-HT2931_s_at,2089,2324,2612,1116,2778,1675,645,1073,2815,1837,1733,1740,2285,…
HG2815-HT4023_s_at,13706,14719,16661,7177,9445,9305,6699,10507,17678,11779,10500,7458,11793,…
M58509_cds1_s_at,-1136,-622,-517,-785,-668,-979,-1161,-311,-972,-533,-605,-530,-469,…
HG2841-HT2969_s_at,58,39,17,-22,-28,-39,-58,34,0,-44,-72,-70,-38,…
U22961_s_at,197,-5,200,130,159,112,100,238,50,113,137,83,96,…
HG2841-HT2968_s_at,163,168,297,158,91,110,181,107,278,82,118,50,60,…
J00139_s_at,96,21,99,147,143,51,168,263,271,120,79,51,123,…
HG2850-HT4814_s_at,38,100,-159,5,-90,-56,122,35,-177,102,95,-91,-48,…
HG2868-HT3012_s_at,1060,404,929,833,780,659,1134,1034,1050,409,472,603,726,…
M89914_s_at,-330,-201,-394,-300,-224,-117,-423,-557,-332,-150,-246,-300,-231,…
HG2981-HT3127_s_at,31,7,151,173,36,80,77,101,182,68,-6,135,103,…
HG2981-HT3938_s_at,-373,-122,-126,-433,-110,-346,-480,-242,-181,-289,-147,-224,-83,…
HG2981-HT3125_s_at,-16,152,-22,695,717,16,957,-19,395,50,113,408,93,…
HG2987-HT3136_s_at,270,54,298,316,160,176,278,-77,294,117,152,100,78,…
HG2994-HT4850_s_at,1495,356,1831,591,212,517,1723,706,552,208,338,265,175,…
X52896_s_at,127,-201,0,499,-103,149,346,146,178,-10,-243,248,-41,…
U77846_rna1_at,256,144,100,395,145,360,317,607,312,186,222,113,177,…
U77846_rna1_s_at,629,309,474,613,196,631,725,553,630,163,386,403,206,…
HG2999-HT4756_s_at,211,242,125,63,46,48,156,101,209,141,322,2,62,…
L07807_s_at,-243,716,-326,-9,122,97,114,130,-234,-160,304,306,-37,…
HG3044-HT3742_s_at,-125,-141,-203,-83,-49,-81,-117,-254,-168,-42,-6,-119,-73,…
X02761_s_at,-212,-309,-435,-346,-159,-190,-248,-301,-199,-149,-145,-103,-221,…
HG3075-HT3236_s_at,324,91,140,277,149,17,220,226,161,101,114,64,285,…
HG3076-HT3238_s_at,4094,4069,5096,2621,4087,2429,1863,4252,4844,1853,5780,1244,2966,…
HG3085-HT3254_s_at,82,87,132,72,30,10,45,76,63,73,39,31,34,…
X75755_rna1_s_at,588,840,627,439,925,280,446,655,1082,242,593,215,731,…
HG3105-HT3281_s_at,71,106,86,41,37,35,21,61,140,105,-22,-2,33,…
HG3107-HT3283_s_at,497,570,586,531,264,464,257,460,621,245,175,142,277,…
HG3125-HT3301_s_at,157,58,140,274,80,110,199,128,300,159,110,103,71,…
HG3148-HT3324_s_at,11,87,453,19,251,-14,-21,571,167,42,443,34,528,…
HG3187-HT3366_s_at,-222,-150,-393,-146,-55,-186,-379,-361,-222,-111,3,-209,-79,…
M31520_rna1_at,266,330,228,329,457,165,26,110,17,159,264,360,328,…
M31520_rna1_s_at,8818,9644,8105,9380,8300,6280,4333,5877,9248,6389,9298,5471,5870,…
HG3242-HT4231_s_at,-128,83,-100,31,-22,-90,-68,-368,-156,-1,-205,-169,-2,…
HG3242-HT3419_s_at,282,3,221,219,25,144,-11,215,-5,39,138,150,-116,…
U05572_s_at,-471,162,-375,-542,24,-216,-362,-70,-445,-490,-145,-235,-58,…
HG3319-HT3496_s_at,596,508,693,537,491,540,497,518,864,469,642,303,486,…
HG3327-HT3504_s_at,-1198,-897,-1319,-1322,-561,-1026,-1327,-1577,-1265,-1015,-933,-892,-756,…
HG3342-HT3519_s_at,392,520,468,316,282,352,275,262,574,2726,245,239,413,…
M97016_s_at,-385,-432,-570,-67,-203,-408,-509,-556,-425,-314,-359,-280,-292,…
HG3395-HT3573_s_at,74,260,567,182,218,440,-124,425,58,343,449,229,113,…
X68505_s_at,151,35,-31,118,142,1,184,110,10,27,117,50,103,…
HG3412-HT3593_s_at,251,-100,110,65,76,142,189,269,348,95,236,35,204,…
HG3417-HT3600_s_at,183,195,196,-45,79,152,193,214,170,80,126,171,-1,…
HG3426-HT3610_s_at,259,166,179,271,104,135,211,413,162,71,110,73,173,…
HG3431-HT3616_s_at,2,17,49,-33,-12,42,-10,5,0,-21,-8,1,-17,…
HG3432-HT3620_s_at,139,144,159,163,80,216,272,313,160,131,91,176,101,…
HG3437-HT3628_s_at,276,218,307,542,157,181,275,164,284,254,247,319,210,…
HG3484-HT3678_s_at,588,2427,222,282,454,193,712,1122,588,493,1445,477,630,…
HG3523-HT4899_s_at,893,1175,924,2817,2246,967,1473,1421,720,864,769,625,497,…
M13929_s_at,253,223,108,3259,2277,277,502,161,354,275,97,100,361,…
J03242_s_at,683,313,482,623,322,273,393,1015,557,236,311,275,312,…
M17863_s_at,286,195,304,93,196,305,178,452,244,136,218,169,125,…
HG36-HT4101_s_at,266,219,485,353,221,257,184,175,389,148,342,275,448,…
HG3638-HT3849_s_at,441,22,108,175,158,14,151,197,77,38,113,35,348,…
HG3638-HT3993_s_at,264,-26,-39,77,71,99,13,103,72,24,182,83,178,…
HG3703-HT3915_s_at,-7,-87,-131,61,8,-167,-92,-236,58,12,-51,-71,-12,…
J04093_s_at,49,-11,25,40,16,-44,-10,-28,49,-25,4,31,52,…
HG371-HT1063_s_at,-13,-29,-70,-69,-23,-92,-97,-157,-151,-51,-79,-22,-20,…
HG371-HT26388_at,-2817,-3297,-3286,-2768,-2181,-2656,-2759,-3914,-2634,-2425,-2234,-1609,-2504,…
HG371-HT26388_s_at,406,239,676,517,190,307,290,161,435,485,320,264,402,…
HG3725-HT3981_s_at,413,279,640,471,378,254,337,319,623,137,328,284,293,…
HG3730-HT4000_s_at,1237,-354,-208,235,685,296,142,610,-336,-205,-236,-160,162,…
S80267_s_at,854,112,82,358,661,202,181,481,194,47,85,37,167,…
U10687_s_at,315,158,358,316,130,188,248,283,188,188,146,127,24,…
HG3914-HT4184_s_at,-822,-697,-760,44,-321,145,99,-1010,-693,-292,-618,-74,-348,…
HG3920-HT4521_s_at,569,462,621,358,292,451,628,689,595,682,415,198,111,…
HG3925-HT4195_at,96,-27,75,177,-18,113,63,-23,74,18,35,57,32,…
HG3925-HT4195_s_at,-128,10,583,-625,263,-522,-673,436,632,-358,381,-27,307,…
HG3928-HT4198_at,210,-428,312,-440,-760,506,194,80,20,-524,-58,-392,-936,…
HG3928-HT4198_s_at,-789,-511,-984,-922,-433,-1050,-546,-1104,-904,-688,-446,-524,-479,…
HG3954-HT4224_s_at,-140,18,42,-168,-46,-48,-136,-182,-22,178,405,-125,-32,…
X77588_s_at,1094,648,1048,922,1373,1122,888,592,1137,388,898,790,798,…
HG4011-HT4804_s_at,1428,879,796,1192,503,1091,693,1382,1533,410,1169,648,653,…
HG4020-HT4290_s_at,2394,1048,2945,1593,913,1353,1821,2118,2524,1032,1666,961,975,…
M74509_s_at,904,1083,315,1544,419,1456,1851,-74,801,884,1070,510,662,…
HG4063-HT4333_s_at,144,45,226,93,35,64,198,179,163,60,103,33,69,…
HG4094-HT4364_s_at,107,154,276,226,170,204,203,167,171,50,44,60,180,…
HG4099-HT4369_s_at,-435,-550,-757,-536,-252,-570,-552,-893,-608,-295,-465,-311,-306,…
M13150_s_at,62,-57,125,92,62,26,43,185,90,85,-86,-8,-1,…
HG4116-HT4386_s_at,-147,-141,-247,-114,-95,-74,-119,-440,-321,-97,-195,-112,-83,…
HG4113-HT4383_s_at,519,617,640,429,372,439,497,269,531,247,300,271,182,…
HG4120-HT4392_s_at,211,137,197,199,108,263,95,59,-37,105,416,206,179,…
HG4155-HT4425_s_at,-110,-100,-222,-138,-65,-163,-80,-176,-154,-51,-9,-50,-93,…
HG417-HT417_s_at,356,790,-99,459,1651,144,744,149,70,70,-104,195,1140,…
L13266_s_at,169,121,-104,132,95,-46,208,-1,273,113,59,54,141,…
U09937_rna1_s_at,730,1245,1369,463,682,810,1490,62,347,1269,410,557,793,…
M20867_s_at,618,974,804,541,1113,460,584,376,1605,739,766,321,990,…
HG4264-HT4534_s_at,809,629,548,310,695,341,270,275,653,398,610,400,1179,…
HG4318-HT4588_s_at,219,415,196,595,426,330,126,668,786,170,344,284,89,…
HG4334-HT4604_s_at,5,311,142,193,534,81,204,73,337,136,-157,178,251,…
HG4517-HT4920_s_at,29,56,43,99,155,12,-50,259,11,-33,44,-34,50,…
HG4535-HT4940_s_at,1449,1043,1952,1649,797,1180,1687,1989,1887,1151,973,899,885,…
U19251_s_at,233,105,200,159,75,227,245,80,356,241,41,109,115,…
HG4668-HT5083_s_at,293,309,116,73,213,23,263,149,61,59,321,271,311,…
M57464_s_at,238,162,317,207,150,170,235,253,230,155,187,122,105,…
HG4683-HT5108_s_at,-51,-576,265,-213,-169,-72,-176,-280,-61,472,398,-56,37,…
HG4755-HT5203_s_at,303,198,800,233,278,126,8,223,225,78,357,31,209,…
HG4757-HT5207_s_at,365,208,101,146,122,129,201,205,148,112,83,63,118,…
M79463_s_at,581,372,439,414,321,529,307,160,685,266,408,362,292,…
M82827_s_at,-92,4,-99,-55,-34,33,-109,-143,-42,-80,-53,-28,-48,…
HG627-HT5097_s_at,1744,1451,1671,1933,617,1623,1907,2548,2087,791,1140,957,627,…
HG627-HT5098_s_at,41,242,295,457,83,232,534,40,-21,48,248,28,157,…
X54867_s_at,-38,50,9,3,12,-33,-94,0,2,0,43,-2,-16,…
X57110_s_at,322,36,377,348,34,295,193,409,297,137,130,129,111,…
L07261_s_at,287,297,429,247,339,195,415,370,302,146,200,71,136,…
HG651-HT5209_s_at,451,-17,546,769,659,478,137,457,-97,-286,-8,120,403,…
Z68280_cds2_s_at,1486,1092,1782,2212,1935,1785,2186,2313,2146,762,1649,602,564,…
X07618_s_at,411,221,484,-301,162,113,104,68,394,336,221,-87,225,…
HG721-HT4828_s_at,401,345,500,766,343,234,979,403,407,169,297,192,189,…
HG721-HT4827_s_at,364,176,269,181,41,192,305,427,249,88,248,237,192,…
HG759-HT759_s_at,-105,-156,272,144,-59,56,-48,-112,-142,-106,37,-77,-139,…
HG855-HT855_s_at,52,68,82,10,48,-67,53,107,55,39,28,-20,25,…
HG862-HT862_s_at,-255,-276,-107,-630,-287,-567,-409,-677,-348,-295,-314,-76,-269,…
HG880-HT880_at,-7,-294,414,-350,-190,392,114,517,20,-91,-149,-211,-368,…
HG880-HT880_s_at,-422,-577,-521,-564,-176,103,-665,-577,-268,-243,-385,-255,-268,…
HG884-HT884_s_at,284,408,155,128,302,240,94,137,207,132,403,96,213,…
L08096_s_at,499,-26,172,7,153,71,-53,-352,-12,-74,8,70,51,…
HG944-HT944_s_at,-950,-778,-1143,-837,-617,-974,-611,-1166,-1201,-525,-731,-699,-929,…
S76942_s_at,1254,433,2395,1026,504,979,621,2052,-362,-294,1106,612,810,…
HG945-HT945_s_at,49,66,76,166,92,138,181,185,208,163,123,71,93,…
X54457_s_at,-463,-206,-436,-390,-59,-412,-287,-775,-325,-353,-182,-235,-48,…
X77777_s_at,-545,-65,-494,-276,-253,-264,-154,-298,-217,-380,-346,-73,-276,…
HG982-HT982_s_at,437,357,534,150,178,227,411,215,542,317,395,323,245,…
HG998-HT998_s_at,285,631,947,537,500,378,255,236,552,95,272,122,568,…
M10277_s_at,15216,15643,17059,14893,16597,25351,13087,16829,15246,17924,16311,14516,18132,…
M97935_s_at,509,286,610,294,375,341,240,437,686,225,219,97,690,…
X01038_rna1_s_at,-244,-290,-489,316,47,161,-421,-88,-206,51,-173,254,-234,…
J00105_s_at,21909,21319,19963,18519,13909,12278,15021,24018,19279,11614,11254,16809,20133,…
J00116_s_at,-268,-77,-279,-188,-5,-302,-99,-407,-315,-93,-80,20,-129,…
V00535_rna2_s_at,115,5,181,-59,3,72,15,-77,-3,228,20,-8,-52,…
J00219_s_at,-27,-17,23,-76,-16,-119,-20,0,-17,7,-8,-24,-25,…
L00022_s_at,-524,-110,-439,-423,-192,-417,-411,-262,-444,-91,-243,-304,-354,…
S71043_rna1_s_at,3245,1353,770,419,693,503,334,2440,1926,361,675,255,397,…
M87789_s_at,3326,5768,-216,37,974,280,1080,883,-561,260,-61,-152,3384,…
J00268_s_at,882,40,741,1363,134,570,715,1320,-93,-287,548,554,1049,…
V00594_at,-2532,-1278,-2466,-3216,-634,-1872,-2873,-3550,-1849,629,-666,2102,-1301,…
V00594_s_at,1024,5031,2012,2168,2877,2766,2034,1811,4944,6687,2968,8918,995,…
V00574_s_at,-80,166,402,230,257,407,82,64,475,89,313,217,-5,…
M29386_s_at,192,132,245,107,117,220,305,398,144,149,137,126,94,…
V00599_s_at,16077,7162,21278,11421,10273,21046,8265,11357,21674,22146,19740,5867,17328,…
J02621_s_at,2006,4549,3200,1963,2833,2432,2767,1595,5347,2820,3084,3516,4773,…
J02683_s_at,5765,4837,5782,3133,3919,4914,3143,2170,9462,6766,5640,4134,5435,…
J02758_s_at,182,153,245,-14,46,199,119,112,106,64,74,45,39,…
X05130_s_at,834,1630,962,657,1614,942,821,848,2729,1064,2207,958,1082,…
M27436_s_at,160,17,85,-56,38,108,-55,-20,-33,55,26,113,19,…
J02871_s_at,8,-91,-38,-127,-65,-17,-157,-35,-116,-90,-132,-41,-1,…
M13232_s_at,61,58,161,245,88,108,173,94,391,260,36,63,102,…
M22403_s_at,-70,39,131,101,-31,160,6,86,54,155,-131,132,-2,…
J02947_s_at,-70,-151,387,518,2,-188,94,310,-189,-84,-209,182,-5,…
J02960_cds1_s_at,158,-26,-76,132,21,174,105,35,98,-51,91,14,62,…
M29610_at,285,165,325,209,234,119,203,193,324,118,121,120,157,…
M29610_s_at,151,47,191,169,96,195,201,523,220,27,36,57,144,…
U05255_at,-129,-127,-171,-4,-48,-14,-99,-163,133,-77,-114,-7,-2,…
U05255_s_at,-526,-1379,-1933,-730,-459,-876,-179,862,-753,-902,-333,-628,-379,…
M17446_s_at,-284,-135,-33,-263,-3,-419,-270,-491,-71,-79,-100,-201,-164,…
Y00339_s_at,-17,-17,27,-51,-76,-12,-58,-121,-71,-56,1,-31,49,…
U50327_s_at,226,703,920,528,415,826,384,349,870,363,689,258,130,…
J03077_s_at,1584,6035,10435,-45,1583,10205,307,233,11375,10110,5598,639,5125,…
J03241_s_at,363,339,583,476,207,311,371,590,434,190,266,139,246,…
U07804_s_at,-40,-19,13,-74,58,16,-55,46,-42,-22,-14,-11,-11,…
U07806_s_at,1158,651,761,926,826,556,556,1248,643,423,596,83,1141,…
J03263_s_at,323,842,326,718,552,430,507,554,738,353,583,169,451,…
Z74616_s_at,55,-88,-30,-207,-47,-39,-104,-34,-87,32,-22,7,-10,…
X51441_at,113,203,82,-99,66,-53,62,65,85,13,78,5,-11,…
X51441_s_at,-567,-799,-607,-668,-307,-490,-680,-1341,-395,-299,-544,-306,-400,…
L25878_s_at,-134,-35,-111,-212,-18,-192,-120,-112,-167,-4,-107,-109,17,…
Y00285_s_at,878,919,889,1039,609,707,929,791,1159,386,705,301,557,…
M26004_s_at,-32,19,950,39,78,631,-3,140,741,196,116,2,43,…
S62696_s_at,-244,-116,239,-152,-97,101,-211,-83,-52,26,-138,-120,-131,…
M17183_s_at,110,0,92,27,-5,133,1,-83,8,27,0,48,28,…
M24351_cds3_s_at,111,60,109,116,-36,80,48,146,82,51,70,24,17,…
M31551_s_at,-214,-185,-201,-528,1,-225,-241,-109,-142,-248,-127,497,-274,…
J03626_rna1_s_at,77,-94,131,133,214,53,62,95,18,28,-33,-7,113,…
X57579_s_at,177,350,232,286,336,122,240,265,419,175,375,185,65,…
U01691_s_at,775,389,1622,367,386,1253,336,205,2899,827,1030,31,791,…
X04729_s_at,345,63,400,138,139,-78,193,172,55,344,224,-43,209,…
J03778_s_at,-61,-107,-115,-108,-34,-62,-5,5,-72,-51,-137,-67,-85,…
M21119_s_at,-9,253,82,285,3058,766,120,380,160,553,143,583,5,…
M24349_s_at,-20,39,-11,9,-10,40,45,176,41,43,-32,54,28,…
M26958_s_at,27,21,84,109,110,37,73,88,89,72,58,5,59,…
J03805_s_at,613,332,553,460,673,408,428,452,848,759,726,172,2240,…
M96233_s_at,344,724,-294,1018,172,1321,499,500,296,1501,72,383,211,…
U72648_s_at,-880,-606,-1269,41,-402,-940,35,-190,-100,-444,-847,-63,-196,…
J05253_s_at,270,204,291,229,201,232,225,247,309,181,246,196,183,…
J03934_s_at,22,-133,-70,23,-9,-74,-102,-212,-238,68,-31,21,12,…
J04029_s_at,497,491,549,418,584,553,334,190,1089,432,810,215,644,…
J04046_s_at,971,1835,929,999,569,1634,1273,1245,1148,1483,1234,1320,1824,…
M69203_s_at,214,279,150,-179,57,58,132,275,180,101,180,-44,132,…
J04130_s_at,938,1080,842,215,229,446,648,1296,835,316,526,287,495,…
J04152_rna1_s_at,-35,-43,-80,-24,-8,-12,-38,97,44,-10,-11,-40,-15,…
M61827_rna1_s_at,2010,2020,1538,2377,1507,1269,3016,2280,2246,844,1131,741,1262,…
X14684_s_at,1113,823,790,1110,1221,633,893,661,726,723,1040,373,1158,…
J04430_s_at,256,333,150,318,178,37,178,206,60,143,57,22,144,…
U75272_s_at,440,249,486,386,208,254,425,388,305,136,300,194,185,…
M27968_s_at,79,-79,-103,-171,-47,101,-136,22,-172,14,-63,-94,-113,…
X17567_s_at,3196,5953,4518,2263,3301,3362,2280,1952,6296,3070,5086,1960,3703,…
X52979_rna1_s_at,1962,1932,3528,1218,2349,2407,971,887,4668,2775,3488,819,2433,…
S40719_s_at,1662,1431,1954,1647,1255,1262,1566,2067,1671,1223,835,704,1307,…
J04617_s_at,14391,12824,17278,15147,14101,26900,25197,21687,12006,18387,14650,21135,16203,…
X03689_s_at,23239,22321,24556,22891,23943,25405,23781,27237,23602,23694,24755,16265,23198,…
J04810_s_at,-80,26,61,107,107,-21,-31,53,59,19,26,43,-11,…
J05016_rna1_s_at,187,80,135,132,158,113,84,226,171,64,93,18,319,…
J05036_s_at,58,146,198,70,72,113,53,119,266,137,81,63,80,…
J05200_rna1_s_at,-202,-191,-149,-117,-83,-3,-58,-92,-89,-21,-162,-106,-116,…
J05252_s_at,68,-107,-66,22,-25,56,68,218,-184,-171,-78,-122,-106,…
J05582_s_at,-131,-158,403,511,-37,135,186,221,352,196,132,191,-85,…
M32304_s_at,398,908,906,763,201,620,672,1478,1184,1142,615,889,875,…
X53002_s_at,191,210,384,239,64,60,171,-19,242,177,-61,64,55,…
M34996_s_at,5357,829,203,440,1029,574,450,956,463,264,76,268,3067,…
K01160_s_at,81,-3,-35,42,16,-53,31,205,39,72,-33,41,0,…
S77835_s_at,-193,-55,-272,-124,-67,17,-60,-106,-197,-41,-136,-28,-64,…
X00695_s_at,102,44,15,70,11,94,126,44,83,64,-18,132,-24,…
X02176_s_at,-40,-28,-55,30,39,21,331,1,62,51,61,18,-16,…
K02777_s_at,285,310,58,833,393,293,248,388,1367,411,749,564,66,…
M13058_s_at,360,132,468,341,178,320,216,71,320,190,177,201,153,…
M69197_xpt2_s_at,113,249,35,86,98,-40,77,-82,-72,246,110,86,101,…
K03494_s_at,-1301,-880,-1610,-594,-490,-949,-1129,-1742,-1086,-595,-757,-373,-373,…
K03498_xpt1_s_at,469,285,58,588,324,200,324,328,322,160,293,191,283,…
M26901_s_at,258,40,-164,110,99,94,-154,-428,-241,136,55,-284,92,…
M21642_at,-75,44,92,1,4,39,-63,-98,65,37,-19,-57,17,…
M21642_s_at,60,75,36,4,21,12,50,46,138,77,13,-15,50,…
X69920_s_at,206,227,302,249,178,138,273,308,345,178,234,136,110,…
L00634_s_at,310,324,200,459,473,140,300,101,354,48,207,8,272,…
X66113_s_at,344,329,274,395,380,405,134,307,473,128,368,63,311,…
